"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","23","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","149","1","0.000000","0","0"
"/Game/VFXSeries1/Materials/LensFlare/m_flare_03.m_flare_03","0","29","29","1","7.318462","0","0"
"/Game/VFXSeries1/Materials/M_FireBlueParticle.M_FireBlueParticle","0","37","37","1","9.122149","0","0"
"/Game/VFXSeries1/Materials/M_Plasmaclouds3.M_Plasmaclouds3","0","91","91","1","31.428217","0","0"
"/Game/weathereffects/Materials/M_Transparent.M_Transparent","0","91","91","1","29.300482","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Back.Mat_HD_Kaldar_Back","0","7","7","1","1.544002","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Down.Mat_HD_Kaldar_Down","0","7","7","1","1.511859","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Front.Mat_HD_Kaldar_Front","0","7","7","1","1.697720","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Left.Mat_HD_Kaldar_Left","0","7","7","1","1.552369","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Right.Mat_HD_Kaldar_Right","0","7","7","1","1.549550","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Up.Mat_HD_Kaldar_Up","0","7","7","1","1.526984","0","0"
"/Game/Meshes/env/body_part.body_part","0","19","19","1","5.638555","0","0"
"/Game/Materials/roadCorner_emissive.roadCorner_emissive","0","31","31","1","10.066657","0","0"
"/Game/Meshes/env/body.body","0","31","31","1","10.219234","0","0"
"/Game/Meshes/env/body_003.body_003","0","31","31","1","10.048583","0","0"
"/Game/Meshes/env/body_004.body_004","0","31","31","1","10.076316","0","0"
