"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","24","2","2","1","1.164326","0","0"
"/Game/Meshes/env/body_005.body_005","24","33","33","1","20.542082","0","0"
"/Game/Meshes/env/body_002.body_002","24","33","33","1","20.312403","0","0"
"/Game/Meshes/env/body_001.body_001","24","33","33","1","20.209406","0","0"
"/Game/Meshes/env/tower_body.tower_body","24","33","33","1","29.189495","0","0"
"/Game/Meshes/env/part_glow.part_glow","24","18","18","1","13.412585","0","0"
"/Game/Meshes/env/cone4.cone4","24","18","18","1","12.683043","0","0"
"/Game/Meshes/vessel/Material_004.Material_004","24","18","18","1","13.240942","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","24","99","99","1","72.286308","0","0"
"/Game/Meshes/vessel/Material.Material","24","18","18","1","14.159404","0","0"
"/Game/Meshes/vessel/body.body","24","18","18","1","14.250480","0","0"
"/Game/Meshes/vessel/black-parts.black-parts","24","18","18","1","14.200581","0","0"
"/Game/Meshes/vessel/Material_001.Material_001","24","18","18","1","14.538403","0","0"
"/Game/Meshes/env/light.light","24","33","33","1","24.400484","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","24","2","2","1","1.201172","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","24","7","12","1","4.451205","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","24","189","189","1","148.136612","0","0"
"/Game/VFXSeries1/Materials/Energy/Plasma/M_Flare.M_Flare","24","16","16","1","8.711571","0","0"
"/Game/VFXSeries1/Materials/LensFlare/m_flare_03.m_flare_03","24","12","12","1","6.629164","0","0"
"/Game/VFXSeries1/Materials/M_FireBlueParticle.M_FireBlueParticle","24","16","16","1","9.247629","0","0"
"/Game/VFXSeries1/Materials/M_Plasmaclouds3.M_Plasmaclouds3","24","60","60","1","42.221676","0","0"
"/Game/weathereffects/Materials/M_Transparent.M_Transparent","24","60","60","1","42.307716","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Back.Mat_HD_Kaldar_Back","24","2","2","1","1.348982","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Down.Mat_HD_Kaldar_Down","24","2","2","1","1.227220","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Front.Mat_HD_Kaldar_Front","24","2","2","1","1.272794","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Left.Mat_HD_Kaldar_Left","24","2","2","1","1.156948","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Right.Mat_HD_Kaldar_Right","24","2","2","1","1.173502","0","0"
"/Game/SpaceBox_Color/Materials/HD/Kaldar/Mat_HD_Kaldar_Up.Mat_HD_Kaldar_Up","24","2","2","1","1.161198","0","0"
"/Game/Meshes/env/body_part.body_part","24","18","18","1","12.180876","0","0"
"/Game/Materials/roadCorner_emissive.roadCorner_emissive","24","33","33","1","22.201143","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","24","2","2","1","1.133191","0","0"
"/Game/Meshes/env/body.body","24","33","33","1","23.716734","0","0"
"/Game/Meshes/env/body_003.body_003","24","33","33","1","21.250299","0","0"
"/Game/Meshes/env/body_004.body_004","24","33","33","1","22.397352","0","0"
